#;Project;Tracker;Parent task;Status;Priority;Subject;Author;Assigned To;Updated;Category;Target version;Start date;Due date;Estimated time;% Done;Created;Story points;Velocity based estimate;Position;Remaining (hours);Tags;Description
12062;Coding Guidelines;Feature;;Rejected;Should have;Handling of unconditional if statements;Stefano Kowalke;;1/4/2011 11:55;;;10/1/2011;;;0;10/1/2011 17:13;;;2859000;;;"We got a suggestion to enable a sniff which detects unconditional if statements like:

<pre>
class Foo
{
    public function close()
    {
        if (true)
        {
            // ...
        }
    }
}
</pre>


The current CGL don't prohibit such things but its a better style to avoid this."
12059;Coding Guidelines;Feature;;Rejected;Should have;Which logical operators are allowed?;Stefano Kowalke;Francois Suter;7/4/2011 15:52;;;10/1/2011;;;0;10/1/2011 16:20;;;2859050;;;"Are both (textual/sign) versions of some logical operators allowed?
<pre>

AND / &&
OR  / || 
XOR / nothing there
</pre> 

and should they written down in uppercase like FALSE; TRUE and NULL?"
10783;Coding Guidelines;Feature;Task #48382: Non-rst documentation for display on docs.typo3.org;Resolved;Should have;Condensed version of the TYPO3 CMS CGL on just one page;Andy Grunwald;Chris topher;22/5/2013 16:48;;;14/11/2010;;;100;14/11/2010 19:35;;;2859100;;;"Today i`ve found the ""FLOW3 CGL on one page""-PDF:

http://flow3.typo3.org/fileadmin/CGL/FLOW3_CGL_on_one_page-v10.pdf

It would be cool to provide such a pdf for the coding guidelines of TYPO3 CMS"
9492;Coding Guidelines;Feature;;Rejected;Should have;allow global variables;Franz Holzinger;Francois Suter;20/10/2010 11:51;;;30/8/2010;;;0;30/8/2010 8:58;;;2859250;;;"The document says:
""Global variables
Use of global is not recommended. Always use $GLOBALS['variable'].""

I disagree.
Please allow the TYPO3 globals:

global $TSFE; $TYPO3_DB;

This makes the PHP code shorter and more readable.
allow also 

$pid = intval($TSFE->id);

and not only

$pid = intval($GLOBALS['TSFE']->id);

I have changed this in all extensions where I have coded; because of the shortness.

"
14061;Coding Guidelines;Feature;;Closed;Could have;"Default ""Code Style Scheme"" for most used IDE";Laurent Cherpit;Francois Suter;8/4/2011 15:36;;4.5.0;25/3/2011;;;100;25/3/2011 23:40;;;2859400;;;"Hello;

It would be nice to have some ""code style scheme"" already defined for some most used IDE.
Here is mine for PhpStorm. Is far from perfect. So feel free to correct it. If you think that it could be helpful.

On osx; it should be stored in:
<pre>
~/Library/Preferences/WebIDE10/codestyles/
</pre>

"
11109;Coding Guidelines;Feature;;Closed;Should have;phpDoc comments for objects;Jigal van Hemert;;8/4/2011 15:36;;4.5.0;27/11/2010;;;0;27/11/2010 15:55;;;2859500;;;"To enable IDEs to perform code completion and other checks on objects which are instantiated by calling t3lib_div::makeInstance() a phpDoc comment can be added with the class name as the type:

/** @var $myObject tslib_content_abstract */
$myObject = t3lib_div::makeInstance('tslib_content_abstract');

(tested in phpStorm 1.02 and NetBeans 6.9.1; but many IDEs will support this)



For arrays of objects of single class some IDEs support code completion and inspection:

/** @var $myObjectArray tslib_content_abstract[] */
$myObjectArray[0] = t3lib_div::makeInstance('tslib_content_abstract');
 
(phpStorm 1.02 supports this; NetBeans 6.9.1 does not support this)"
10644;Coding Guidelines;Feature;;Closed;Should have;function information block;Franz Holzinger;Francois Suter;8/4/2011 15:36;;4.5.0;5/11/2010;;;100;5/11/2010 12:39;;;2859550;;;"The function information block is missing in the CGL.
It is described under 'Using phpDoc'
However this topic is hard to find. Could you rename this?

"
10328;Coding Guidelines;Feature;;Closed;Must have;Move to new documentation template;Francois Suter;Francois Suter;8/4/2011 15:36;;4.5.0;19/10/2010;;;100;19/10/2010 8:59;;;2859650;;;The title says it all...
9487;Coding Guidelines;Feature;;Closed;Should have;allow utf-8 for files;Franz Holzinger;Francois Suter;8/4/2011 15:36;;4.5.0;28/8/2010;;;100;28/8/2010 22:42;;;2859800;;;"You have written:
""Character set
TYPO3 PHP files use iso-8859-1 character set.""

TYPO3 allows UTF-8 everywhere. So please allow UTF-8 for all php files.
"
8909;Coding Guidelines;Feature;;Closed;Should have;Document usage of $_ in foreach loops;Francois Suter;Francois Suter;8/4/2011 15:36;;4.5.0;16/7/2010;;;100;16/7/2010 22:23;;;2859850;;;"When only the key; but not the value; is of importance in a foreach loop; $_ should be used as a variable name for the value; to show that it is not used within the loop. Example:

<pre>
foreach ($array as $key => $_) {
    ...
}
</pre>

This must be documented."
25839;TypoScript Syntax;Feature;;Closed;Should have;Concepts to explain;Chris topher;;7/12/2015 22:48;;;8/4/2011;;;0;8/4/2011 1:28;;;2860150;;;"Some notes by Kasper:

General:
* Generally create an overview of TypoScript; properties; how it all relates to each other etc.

Concepts to explain?
* stdWrap
* CSS usage
* USER_INT"
25838;TypoScript Syntax;Feature;;Closed;Should have;Information about TypoScript Syntax, PHP arrays, objects, properties and so on;Chris topher;Chris topher;7/12/2015 20:27;;;8/4/2011;;;100;8/4/2011 1:28;;;2860200;;;"Some notes by Kasper:

Intro (things to tell):
- TypoScript syntax and TypoScript templates
- TypoScript and PHP arrays 
- Objects; properties and sub-properties - what they are called

These notes were part of a TXT file in TSref. I think they fit here."
25841;TypoScript Reference (TSref);Feature;;New;Should have;Data Types;Chris topher;;15/12/2012 1:07;;;8/4/2011;;;0;8/4/2011 1:28;;;2861050;;;"Some notes by Kasper:

TODO: DATA TYPES

* review the data type names; the relations between things and consider how it all works best with the TS browser.
* Consistent data types... [value] / ->[properties]

Formats: 
<pre>
[datatype] - for a value string; possibly with properties if found; e.g. cObject
	Example: 	int

[datatype] / ->[object] - ""object"" can be a) any of the ""functions"" or b) a content objects name.
	Example:	int / ->stdWrap
	Example:	->stdWrap

""string""  - adhoc datatype obvious from the content of the quoted string
	Example: 	""x;y;z""

'[list of]' + datatype	- a comma list of values for the data type; normally with no space between.
	Example: 	[list of] int

[datatype] '(.....)' - additional information to the data type; like a range for values.
	Example: 	int (1-100)
	Example:	string (divided by ""|"")

[datatype] '[or]' [datatype]
	Example:	boolean [or] string


'[array of strings]' + datatype - 
	Example: 	[array of strings]
'[array of]' + datatype -
</pre> "
25840;TypoScript Syntax;Feature;;Resolved;Should have;Introduction;Chris topher;Chris topher;7/12/2015 22:31;;;8/4/2011;;;100;8/4/2011 1:28;;;2861100;;;"Some notes by Kasper:

* Debugging TypoScript with Admin Panel
* Breakpoints with Template Analyser
"
12185;TypoScript Reference (TSref);Feature;;New;Should have;CONTENT cObject should mention recordRegister;Rik Willems;;13/1/2011 14:24;;;13/1/2011;;;0;13/1/2011 14:24;;;2861300;;;The current cObject CONTENT makes use of the recordRegister so records are not called more than once. There is no notice in the documentation of this restriction.
10419;TypoScript Reference (TSref);Feature;;Closed;Must have;Move to new documentation template;Francois Suter;Chris topher;10/4/2011 21:42;;4.4.0;24/10/2010;;;100;24/10/2010 21:59;;;2862050;;;
11564;TypoScript Reference (TSref);Feature;;New;Should have;Add list of registers to the relevant TS objects;Francois Suter;;15/2/2014 5:08;;;18/12/2010;;;0;18/12/2010 15:30;;;2862700;;;"As per list ""established by Victor Livakovsky"":http://lists.typo3.org/pipermail/typo3-english/2010-December/072420.html:

---

They would fit into an appendix. A note would make sense for the cObjects LOAD_REGISTER and RESTORE_REGISTER and for those data types; which might be used to access the registers. They might also be a help for the cObjects RECORDS or CONTENT.

---

For anyone; who will search for same topic; I've made a research by simple search of '$GLOBALS['TSFE']->register' ($TSFE->register gave 0 results) in content of all PHP files in TYPO3 4.4. Here is a list with some my explanations:

class.tx_cssstyled_content_pi1.php

function render_uploads($content;$conf) - Rendering the ""Filelinks"" type content element; called from TypoScript (tt_content.uploads.20):
$GLOBALS['TSFE']->register['ICON_REL_PATH'] - keeps relative path to file + filename
$GLOBALS['TSFE']->register['filename'] - self-explainable
$GLOBALS['TSFE']->register['path'] - self-explainable
$GLOBALS['TSFE']->register['fileSize'] - self-explainable
$GLOBALS['TSFE']->register['fileExtension'] - self-explainable
$GLOBALS['TSFE']->register['description'] - description for current file from 'imagecaption' field
$GLOBALS['TSFE']->register['linkedIcon'] - not sure about that; but I think is is bool value; defining; should file icon be linked or not
$GLOBALS['TSFE']->register['linkedLabel'] - same as above; but for label

function render_textpic($content; $conf) - Rendering the IMGTEXT content element; called from TypoScript (tt_content.textpic.20)
$GLOBALS['TSFE']->register['imageCount'] - count of all image in block
$GLOBALS['TSFE']->register['renderGlobalCaption'] - bool value; which defines; shoul a global caption be rendered below image block
$GLOBALS['TSFE']->register['IMAGE_NUM'] - number of current image in set (DEPRECATED)
$GLOBALS['TSFE']->register['IMAGE_NUM_CURRENT'] - number of current image in set (not deprecated :))
$GLOBALS['TSFE']->register['ORIG_FILENAME'] - path to the image + image name
$GLOBALS['TSFE']->register['imagewidth'] - self-explainable
$GLOBALS['TSFE']->register['imagespace'] - self-explainable
$GLOBALS['TSFE']->register['imageheight'] - self-explainable
$GLOBALS['TSFE']->register['rowwidth'] - width of whole block of images
$GLOBALS['TSFE']->register['rowWidthPlusTextMargin'] - same; as above + margin to the text
$GLOBALS['TSFE']->register['columnwidth'] - maximum possible width of image block + spaces at left and right side of block
$GLOBALS['TSFE']->register['totalwidth'] - not sure; but I guess it is same as $GLOBALS['TSFE']->register['rowwidth']


class.tslib_content.php

function IMGTEXT($conf)
$GLOBALS['TSFE']->register['IMAGE_NUM']
$GLOBALS['TSFE']->register['IMAGE_NUM_CURRENT']

function HMENU($conf)
$GLOBALS['TSFE']->register['count_HMENU'] - current number of a generated HMENU on a website
$GLOBALS['TSFE']->register['count_HMENU_MENUOBJ'] - number of current menu item for current HMENU object

function SEARCHRESULT($conf)
$GLOBALS['TSFE']->register['SWORD_PARAMS'] - search words

function TEMPLATE($conf)
$GLOBALS['TSFE']->register['SUBPART_'.$theKey] - contains html code of subpart; defined by $theKey

public function SWFOBJECT($conf)
$GLOBALS['TSFE']->register['MMSWFID'] - not sure; what it used for; but it holds: uniqid('mmswf');

public function QTOBJECT($conf)
$GLOBALS['TSFE']->register['MMQTID'] - uniqid('mmqt');

function lastChanged($tstamp) - Sets the SYS_LASTCHANGED timestamp
$GLOBALS['TSFE']->register['SYS_LASTCHANGED'] - timestamp of page (or content on current page) last modification

function splitObj($value; $conf) - Implements the ""split"" property of stdWrap; Splits a string based on a token (given in TypoScript properties); sets the ""current"" value to each part and then renders a content object pointer to by a number.
$GLOBALS['TSFE']->register['SPLIT_COUNT'] - current number of item in split


class.tslib_menu.php
function makeMenu() - Creates the menu in the internal variables; ready for output.
$GLOBALS['TSFE']->register['count_menuItems'] - number of all items in current menu

function subMenu($uid; $objSuffix='') - Creates a submenu level to the current level - if configured for.
$GLOBALS['TSFE']->register['count_menuItems'] - as I understood this register holds number of items not for the whole menu; but for current menu level

function writeMenu() - Traverses the result array of menu items configuration (made by generate()) and renders each item.
$GLOBALS['TSFE']->register['count_HMENU_MENUOBJ'] - number of current menu item for current HMENU object
$GLOBALS['TSFE']->register['count_MENUOBJ'] - number of current menu item for ALL HMENU objects on a page

Hope; that can help for someone after me :)
"
11382;Getting Started;Feature;;Resolved;Must have;Add version number to cover page;Francois Suter;Francois Suter;21/5/2011 0:19;;4.5.0;10/12/2010;;;100;10/12/2010 15:09;;;2872900;;;"As per new official template. See:

http://forge.typo3.org/issues/11369"
13132;Installation and Upgrade Guide;Feature;;Resolved;Should have;In-Depth Installation: Add a section on how to translate the Backend;Andrey Aksenov;Chris topher;21/8/2013 16:47;;4.5;17/2/2011;;;100;17/2/2011 12:40;;;2873100;;;"Since the system of TYPO3 is positioned as an international; in no small part of the attention should be paid to the translation of various parts of the system interface.

Therefore; in my opinion; at the end of the section on installing the system is necessary to mention the possibility of translating the interface of the system:
- loading language through the module extensions management;
- setting the selected language in the properties of the backend user.

In my opinion all just ..."
13130;Installation and Upgrade Guide;Feature;;Resolved;Should have;"Section ""Update"": Add a paragraph on updating extensions";Andrey Aksenov;Chris topher;21/8/2013 12:35;;4.5;17/2/2011;;;100;17/2/2011 12:32;;;2873150;;;"When you upgrade TYPO3; in my view; first would be good to consider the possibility of extension updates; and then - Update the core system.
Therefore; we can consider adding the section ""Updating extensions."
11380;TypoScript in 45 Minutes;Feature;;Closed;Must have;Add version number to cover page;Francois Suter;Susanne Moog;18/5/2011 15:38;;;10/12/2010;;;0;10/12/2010 15:06;;;2873450;;;"As per modified official template. See:

http://forge.typo3.org/issues/11369"
12965;TYPO3 Skinning Reference;Feature;;New;Should have;Mention extdeveval usage;Francois Suter;;11/2/2011 8:52;;;11/2/2011;;;0;11/2/2011 8:52;;;2873550;;;Extension extdeveval has been updated and now includes very useful functions related to sprites. I think this information should be included in this manual.
12964;TYPO3 Skinning Reference;Feature;;New;Should have;Update for TYPO3 4.5;Francois Suter;;11/2/2011 8:55;;;11/2/2011;;;0;11/2/2011 8:50;;;2873600;;;Just a reminder. It would be nice if someone from the team could update this guide with whatever relevant information must be included regarding TYPO3 4.5.
11381;TYPO3 Skinning Reference;Feature;;Resolved;Must have;Add version number to cover page;Francois Suter;Francois Suter;10/12/2010 15:59;;;10/12/2010;;;100;10/12/2010 15:07;;;2873750;;;"As per new official template. See:

http://forge.typo3.org/issues/11369"
8906;TYPO3 Skinning Reference;Feature;;Resolved;Should have;Icon reference is not enough handy;Fabien Udriot;Fabien Udriot;20/10/2010 11:52;;;16/7/2010;;;100;16/7/2010 17:13;;;2873850;;;"André Wartmann did a good job at the t3uxw by referencing all icons available for the Backend. Unfortunately; the current approach is not very handy in term of maintenance because each icon's change must be reported manually onto the document and I am pretty sure nobody will take care of it.

Thus; I propose a much more automatic approach. I have written a PHP script that traverses the icons and outputs a nicely formatted HTML file. In a second step; this file is transformed to a PDF; via the ""wkhtmltopdf"" utility.

So; it is becoming easier to maintain the icon reference by simply running the script after each new TYPO3 version."
13137;TCA Reference;Feature;;Closed;Should have;"Update the description of input-type field option ""checkbox""";Francois Suter;Francois Suter;30/10/2011 19:49;;4.5.0;17/2/2011;;;0;17/2/2011 15:35;;;2894100;;;"The checkbox has been replaced by a ""clear"" icon inside the field and its behavior is really just to clear.

Check if it is always present; in which case the option can be marked as deprecated altogether."
8821;Documentation;Feature;;Closed;Must have;Define structure of TypoScript reference;Francois Suter;Tobias Liebig;27/7/2014 17:43;;;12/7/2010;;;0;12/7/2010 17:12;;;2894400;;;Define the XML structure for the central XML reference.
