#;Project;Commit ID;Issue Type;Parent Issue;Status;Priority;Subject;Author;Assignee;Category;Target Version;Start Date;Created;Updated;Closed;Due Date;Estimated;% Done;Create Prev Commit; Created Next Commit;Updated Prev Commit;Updated Next Commit;Closed Prev Commit;Closed NExt Commit;Description
15765;Documentation;null;Bug;;Rejected;Should have;TypoScript by example: gmenu documentation invalid?;Staffan Ericsson;Chris topher;;;null;Sun Mar 05 11:23:00 EET 2006;Mon Oct 31 16:59:00 EET 2011;null;null;;100;db7c5ca226a15af7860c1e45f73543d2bcb599bf;0c34dac08605ba275d4ebe4fac7c642b8125f729;8ce0aefdd5ee575ff8bb9990534a3b1a674c70fb;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;null;null;"The section describing ''wraps'' attribute have a example witch is false :subparts {  MYLINK = TEXT  MYLINK.value = <A href=?#?> | </A>}Correct one :wraps {  MYLINK = TEXT  MYLINK.value = <A href=?#?> | </A>}All documentation concernet (PDF, Site, SWX)Error can be seen on this page :http://typo3.org/documentation/document-library/references/doc_core_tsref/current/view/8/26/Full context of error :This is an array of wraps-markers (case-sensitive).This is shown best by an example:Example:subparts {  MYLINK = TEXT  MYLINK.value = <A href=?#?> | </A>}In the template:This is <!--###MYLINK###-->a link to my<!--###MYLINK###--> page!In this example the MYLINK subpart will be substituted by the wrap which is the content returned by the MYLINK cObject.(issue imported from #M3675)'"
15414;TypoScript Reference (TSref);null;Bug;;Closed;Should have;Option config/doctype missing in EXT:tsconfig_help;Peter Niederlag;Steffen Gebert;;;null;Fri Jan 13 22:06:00 EET 2006;Fri May 06 15:24:00 EEST 2011;null;null;;0;1ca71b59eec60b1e5c912819e5cb498f5b451ab8;27b6e9bd7a6c166999bdbb26e59a8ced0af1fe5a;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"http://typo3.org/documentation/document-library/core-documentation/doc_core_tsbyex/0.0.16/view/7/7/does not seem to be correct when using typo3 4.0beta3. The media folder is no longer in use (so far I can notice)An update for the manual is needed.(issue imported from #M2765)'"
15151;Core APIs;null;Bug;;Closed;Should have;Refresh table of contents in CoreAPI;Christian Trabold;Francois Suter;;4.3.0;null;Tue Oct 25 16:13:00 EEST 2005;Sat May 21 00:39:00 EEST 2011;null;null;;0;5a8b7e67614b9e2a37ad6e69a2e4aac4b132f3c9;87aebac90cd2609ed0520b75b490853fb0d1432b;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"(issue imported from #M2264)'"
14898;TypoScript Reference (TSref);null;Bug;;Closed;Should have;Documentation for frontend editing;oipat alukram;;;;null;Wed Aug 03 08:08:00 EEST 2005;Fri May 06 14:58:00 EEST 2011;null;null;;0;a50559d751f8eea5f082af627693093f995fc2df;5a8b7e67614b9e2a37ad6e69a2e4aac4b132f3c9;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"Should be corrected by refreshing the TOC.It would be nice, if the TOC would be clickable.In OpenOffice 2.0 supports PDF-Export with hyperlinks, so the TOC gets fully clickable in PDFs too.(issue imported from #M1726)'"
14515;Documentation;null;Feature;;Rejected;Won't have this time;Add a version row for each property in the reference manuals (TSref, TSconfig, ...);Volker Graubaum;Chris topher;;;null;Sat Jan 29 16:45:00 EET 2005;Thu Dec 01 17:03:00 EET 2011;null;null;;100;dd48fe38042631b1b3f4ed814dedb49e02eb979e;94c9df7edcf6c9221f95e908e7dd19417655a34b;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;561406c6ac0ab20b4b1d094cdc2f926bec1ac1b5;null;null;"The documentation for frontend editing is insufficient and instructions are out of dateUsing google I found admPanel{...fromhttp://typo3.org/documentation/tips-tricks/frontend-editing/but admin panel didin't work with those setting in typo3  3.8.0.I must ask help from the english mailing listI found another page.TSRef ,which handles EDITPANEL list properties, BUT it doesn't  tell properties for WHAT!http://typo3.org/documentation/document-library/doc_core_tsref/EDITPANEL/property - description information is useless, if I dont' know for what PAREENT property it should haveWe have syntaxproperty1.property2= valueKnowing 'property2' is totally useless without information about 'property1'!for examle 'labe' for WHAT!!!Could some one make proper instructions and update also them, when there becomes newer version of Typo3.(issue imported from #M1340)'"
14301;TSconfig;null;Bug;;Closed;Should have;TSconfig parsing of mod.web_layout.menu.function doesn't work  for 0=0 in curly braces;old_sylvain ;;;;null;Tue Aug 31 00:44:00 EEST 2004;Sat May 21 00:56:00 EEST 2011;null;null;;0;c646378f704b1254a8e01ec59bbd45f4212dc786;89d35bbc97825ceb1a794372f30166e11043f0cc;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"for example if CURIFSUB will be added in 3.8.0.dev this should be added in TSREF. So if you are reading the documentation and using an older version of typo3 or the used extension you know that you couldn't use it :-)Maybe start with the my_extension documentation and add an coloumn here?http://typo3.org/documentation/document-library/doc_template/Reference-10/(issue imported from #M721)'"
14061;Coding Guidelines;null;Feature;;Closed;Could have;"Default ""Code Style Scheme"" for most used IDE";Laurent Cherpit;Francois Suter;;4.5.0;null;Fri Mar 25 23:40:00 EET 2011;Fri Apr 08 15:36:00 EEST 2011;null;null;;100;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"Seems to be a bug.here is the sample of codehttp://typo3.org/documentation/document-library/doc_core_tsconfig/TSFE/<pre># 0 QuickEdit# 1 Columns# 2 Languages# 3 Page informationmod.web_layout.menu.function {  # disabling 0 = 0, QuickEdit (QE) doesn't work  0 = 0  2 = 0  3 = 0}# This fix the problem described abovemod.web_layout.menu.function.0 = 0</pre>(issue imported from #M325)'"
13698;TypoScript Reference (TSref);null;Task;;Closed;Should have;Create a manual version for TYPO3 4.5;Chris topher;Chris topher;;4.5.0;null;Tue Mar 08 18:29:00 EET 2011;Wed May 18 13:39:00 EEST 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"It would be nice to have some ''code style scheme'' already defined for some most used IDE.Here is mine for PhpStorm. Is far from perfect. So feel free to correct it. If you think that it could be helpful.On osx; it should be stored in:<pre>~/Library/Preferences/WebIDE10/codestyles/</pre>'"
13697;TypoScript Reference (TSref);null;Task;;Closed;Must have;Update screenshots for TYPO3 4.5;Chris topher;Chris topher;;4.5.0;null;Tue Mar 08 18:29:00 EET 2011;Tue May 17 18:38:00 EEST 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"Cover page:- Update version number to 4.5Introduction:- Write new text for the section ''What's new''Content:- Add/change the properties as needed. ''See the Pending Documentation page'':http://wiki.typo3.org/Pending_Documentation.Test each of them, if-- it works as described-- the description is clear.Form:- Adjust width of columns (leave table width unchanged) where needed.- Check that linebreaks are at right place (fix pagination).- Fix table of contents.'"
13696;TypoScript Reference (TSref);null;Task;;Closed;Should have;Create a manual version for TYPO3 4.4;Chris topher;Francois Suter;;4.4.0;null;Tue Mar 08 18:14:00 EET 2011;Mon Apr 11 13:26:00 EEST 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"Then: Check/fix pagination and pictures, which come to the wrong page. ''Here is a How To.'':http://wiki.typo3.org/DocTeam/Official_Documentation_Screenshots'"
13453;wiki.typo3.org;null;Feature;;Closed;Should have;optimize background and blocks;Daniel Brüßler;Daniel Brüßler;;;null;Mon Feb 28 19:21:00 EET 2011;Mon Sep 26 11:14:00 EEST 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;8ce0aefdd5ee575ff8bb9990534a3b1a674c70fb;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;null;null;"Introduction:- Write text for the section ''What's new'', remove dummy textContent:- Add/change the properties as needed. ''See the Pending Documentation page'':http://wiki.typo3.org/Pending_Documentation.Test each of them, if-- it works as described-- the description is clear.Form:- Adjust width of columns (leave table width unchanged) where needed.- Check that linebreaks are at right place (fix pagination).- Fix table of contents.'"
13233;wiki.typo3.org;null;Task;;Closed;Should have;Wiki move to new Server;Daniel Brüßler;Daniel Brüßler;;;null;Mon Feb 21 20:43:00 EET 2011;Mon Sep 26 11:14:00 EEST 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;8ce0aefdd5ee575ff8bb9990534a3b1a674c70fb;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;null;null;""
13218;wiki.typo3.org;null;Task;;Closed;Must have;Change fonts and spacing;Daniel Brüßler;Daniel Brüßler;;;null;Mon Feb 21 13:09:00 EET 2011;Mon Sep 26 11:14:00 EEST 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;8ce0aefdd5ee575ff8bb9990534a3b1a674c70fb;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;null;null;""
13204;wiki.typo3.org;null;Feature;;Closed;Should have;"What features of ""t3o"" could we use also in the wiki? (e.g. the contribution-block)";Daniel Brüßler;Daniel Brüßler;;;null;Sun Feb 20 20:49:00 EET 2011;Mon Sep 26 11:14:00 EEST 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;8ce0aefdd5ee575ff8bb9990534a3b1a674c70fb;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;null;null;""
13201;wiki.typo3.org;null;Feature;;Closed;Must have;Add the website-selector on top-right;Daniel Brüßler;Daniel Brüßler;;;null;Sun Feb 20 18:30:00 EET 2011;Mon Sep 26 11:14:00 EEST 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;8ce0aefdd5ee575ff8bb9990534a3b1a674c70fb;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;null;null;"nice to have:* contribution-block on bottom-right'"
13200;wiki.typo3.org;null;Feature;;Closed;Must have;"Add field for ""most important"" (tag, project, team)";Daniel Brüßler;Daniel Brüßler;;;null;Sun Feb 20 18:19:00 EET 2011;Mon Sep 26 11:14:00 EEST 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;8ce0aefdd5ee575ff8bb9990534a3b1a674c70fb;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;null;null;""
13199;wiki.typo3.org;null;Feature;;Closed;Must have;Add orange navigation-bar;Daniel Brüßler;Daniel Brüßler;;;null;Sun Feb 20 17:58:00 EET 2011;Mon Sep 26 11:14:00 EEST 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;8ce0aefdd5ee575ff8bb9990534a3b1a674c70fb;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;null;null;""
13198;wiki.typo3.org;null;Feature;;Closed;Should have;Add the new design as new skin;Daniel Brüßler;Daniel Brüßler;;;null;Sun Feb 20 17:55:00 EET 2011;Mon Sep 26 11:14:00 EEST 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;8ce0aefdd5ee575ff8bb9990534a3b1a674c70fb;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;null;null;"'"
13160;Getting Started;null;Task;;Rejected;Must have;Reflect changes in TYPO3 4.5 LTS;Philipp Gampe;;;;null;Fri Feb 18 15:19:00 EET 2011;Wed Aug 10 00:11:00 EEST 2016;null;null;;0;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"http://www.darmstadt-typo3.de/wiki-b/'"
13137;TCA Reference;null;Feature;;Closed;Should have;"Update the description of input-type field option ""checkbox""";Francois Suter;Francois Suter;;4.5.0;null;Thu Feb 17 15:35:00 EET 2011;Sun Oct 30 19:49:00 EET 2011;null;null;;0;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;8ce0aefdd5ee575ff8bb9990534a3b1a674c70fb;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;null;null;"* rearranged fields and palettes* changes inside introduction package (new names, labels)* others'"
13132;Installation and Upgrade Guide;null;Feature;;Resolved;Should have;In-Depth Installation: Add a section on how to translate the Backend;Andrey Aksenov;Chris topher;;4.5;null;Thu Feb 17 00:40:00 EET 2011;Wed Aug 21 16:47:00 EEST 2013;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;426abe92db51be4758479abf7a502e001867388b;5db38d3814c3c504817fd0bdeb612c84099f9168;null;null;"Check if it is always present; in which case the option can be marked as deprecated altogether.'"
13130;Installation and Upgrade Guide;null;Feature;;Resolved;Should have;"Section ""Update"": Add a paragraph on updating extensions";Andrey Aksenov;Chris topher;;4.5;null;Thu Feb 17 00:32:00 EET 2011;Wed Aug 21 00:35:00 EEST 2013;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;426abe92db51be4758479abf7a502e001867388b;5db38d3814c3c504817fd0bdeb612c84099f9168;null;null;"Therefore; in my opinion; at the end of the section on installing the system is necessary to mention the possibility of translating the interface of the system:- loading language through the module extensions management;- setting the selected language in the properties of the backend user.In my opinion all just ...'"
13128;wiki.typo3.org;null;Task;;Resolved;Must have;Flow exception texts: Clean up meta info;Daniel Brüßler;Chris topher;;;null;Thu Feb 17 00:25:00 EET 2011;Sat Jun 08 22:52:00 EEST 2013;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;426abe92db51be4758479abf7a502e001867388b;5db38d3814c3c504817fd0bdeb612c84099f9168;null;null;"Therefore; we can consider adding the section ''Updating extensions.'"
13127;wiki.typo3.org;null;Task;;Resolved;Must have;MediaWiki hook: Select the header to show for TYPO3 CMS/Flow exceptions;Daniel Brüßler;Chris topher;;;null;Thu Feb 17 00:19:00 EET 2011;Sat Jun 08 22:50:00 EEST 2013;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;426abe92db51be4758479abf7a502e001867388b;5db38d3814c3c504817fd0bdeb612c84099f9168;null;null;"todo: remove all meta-information of exceptions, so that* just the header stays there and* the tag, that gives some hints what kind of information users could add'"
13120;Installation and Upgrade Guide;null;Task;;Resolved;Should have;Create a page in the wiki for this important document;Andrey Aksenov;Chris topher;;;null;Thu Feb 17 10:09:00 EET 2011;Thu Nov 14 23:19:00 EET 2013;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
12965;TYPO3 Skinning Reference;null;Feature;;New;Should have;Mention extdeveval usage;Francois Suter;;;;null;Fri Feb 11 08:52:00 EET 2011;Fri Feb 11 08:52:00 EET 2011;null;null;;0;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;null;null;""
12964;TYPO3 Skinning Reference;null;Feature;;New;Should have;Update for TYPO3 4.5;Francois Suter;;;;null;Fri Feb 11 08:50:00 EET 2011;Fri Feb 11 08:55:00 EET 2011;null;null;;0;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;null;null;""
12841;wiki.typo3.org;null;Task;;Closed;Should have;FLOW3 Exceptions Collection: Collect requirements;Daniel Brüßler;Daniel Brüßler;;;null;Mon Feb 07 00:54:00 EET 2011;Fri Mar 23 11:16:00 EET 2012;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;364d9fa2a3165306d573f2f6b62eb0b7fba10afc;d92797cf419cccffc9de9c5644211a367aefcf25;null;null;""
12831;TSconfig;null;Bug;;New;Should have;Update Table Captions;Chris topher;;;;null;Sun Feb 06 21:20:00 EET 2011;Fri Dec 21 09:09:00 EET 2012;null;null;;0;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"* done: Info in mailinglists and forge-news to admins and the forge-developers* current: installation of FLOW3 and creation of the GettingStarted-app'"
12817;TypoScript in 45 Minutes;null;Task;;Closed;Must have;Merge Changes From The Wiki (English Version);Susanne Moog;Susanne Moog;;;null;Sun Feb 06 00:15:00 EET 2011;Wed May 18 15:38:00 EEST 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"To do so you can use the syntax ''mod. ...'' or ''_page._mod. ...'' in User TS.The first one is deprecated and does not work always (see #12824).Update the table captions to only use ''beuser:page.mod.'' instead of ''beuser:mod''.Check that this is really working, for the EM for example there is no note that it works in page TS at all. (The docs currently say that it can only be used with ''mod...'' in User TS.) => Overwriting Page TS with ''page.mod'' working?'"
12796;Inside TYPO3;null;Bug;;New;Should have;Updates for TYPO3 4.3;Chris topher;;;;null;Sat Feb 05 01:14:00 EET 2011;Tue Jul 08 14:23:00 EEST 2014;null;null;;0;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
12776;TCA Reference;null;Task;;Closed;Should have;Remove mention of $LANG_GENERAL_LABELS;Francois Suter;Francois Suter;;4.5.0;null;Fri Feb 04 00:49:00 EET 2011;Mon Oct 31 01:50:00 EET 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;8ce0aefdd5ee575ff8bb9990534a3b1a674c70fb;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;null;null;"Christian, 2009-08-31 #209552.8 LOCALISATION -> Overriding LOCAL_LANG values <pre>TYPO3 offers an API for overriding LOCAL_LANG values by custom XML files. Provided that the inclusion of the locallang file is handled by the language class then your custom file will be included after the real locallang file(s) and the arrays will be merged together. Let's look at an example:ExampleWe want to change the label of the logout button from ''Logout'' to ''End session''. What we do is this:1. First, find out where in the XML code the label is output so that you know the label key and locallang file. In this case the script ''alt_menu.php'' outputs the button which is generated by a function from the file ''class.alt_menu_functions.inc''. Looking into this file we find that the line ''$LANG->sL('LLL:EXT:lang/locallang_core.xml:buttons.logout')'' fetches the label for the button.2. Create an alternative XML file with the labelkeys you want to override (in our case ''buttons.logout''). I have created the file ''typo3conf/langoverride_core.xml'' which looks like this:<?xml version=''1.0'' encoding=''utf-8'' standalone=''yes''><T3locallang>    <data type=''array''>        <languageKey index=''default'' type=''array''>            <label index=''buttons.logout''>End session</label>        </languageKey>        <languageKey index=''dk'' type=''array''>            <label index=''buttons.logout''>Afslut session</label>        </languageKey>    </data></T3locallang>Notice how it contains both an English and Danish label.3. Configure the script to override values in the file ''EXT:lang/locallang_core.xml'' This is simply done by adding an entry in the $TYPO3_CONF_VARS['SYS']['locallangXMLOverride'] array which points to the overriding file:$TYPO3_CONF_VARS['SYS']['locallangXMLOverride']['EXT:lang/locallang_core.xml']['myLangOverride'] = 'typo3conf/langoverride_core.xml',The file path of ''typo3conf/langoverride_core.xml'' is relative to the PATH_site constant. You can also keep the file in an extension. In that case you would have to enter the file reference like 'EXT:myext/langoverride_core.xml' - and the file will automatically be found wherever your extension is installed.The name of the array key 'myLangOverride' is arbitrary, but you are advised to give it a meaningful (and unique) value.Additionally in the frontend it is also possible to override labels with the Typoscript key ''_LOCAL_LANG''. This takes precedence over locallangXMLOverride labels.</pre> *Change the word ''XLLfile'' in 2.8 LOCALISATION -> Including locallang files in modules to ''locallangXMLOverride''. *Add the following paragraph somewhere:<pre>Note: Using the array $TYPO3_CONF_VARS['BE']['XLLoverride'] is deprecated and should not be done anymore. $TYPO3_CONF_VARS['SYS']['locallangXMLOverride'] is more flexible and also works for the frontend.</pre>'"
12768;Coding Guidelines;null;Bug;;Rejected;Should have;Missing documentation for new getRecordTitle() in CGL version 4.1.0;Chris topher;;;;null;Thu Feb 03 18:23:00 EET 2011;Fri Apr 01 10:51:00 EEST 2011;null;null;;0;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;""
12766;Coding Guidelines;null;Bug;;Closed;Should have;Missing subsection about deprecation;Chris topher;Francois Suter;;4.5.0;null;Thu Feb 03 18:11:00 EET 2011;Fri Apr 08 15:36:00 EEST 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"Missing documentation for new getRecordTitle() in CGL version 4.1.0 (change committed 2007-12-12 by Ingmar): _Add to the end of ''TYPO3 specific practices'' on page 18:_ Backend: Always use the function t3lib_BEfunc::getRecordTitle() to get the title of a specific record. Using $TCA['tablename']['ctrl']['label'] directly is not allowed, since it bypasses the other settings related to record-title-building (such as 'label_alt' or 'label_userFunc').*Note:* The text where Olly wants to add this to ''in CGL version 4.1.0 is here'':http://typo3.org/documentation/document-library/core-documentation/doc_core_cgl/4.1.0/view/1/6/#id3973844, but I could not find this section of text in newer versions. Moved somewhere?'"
12618;Core APIs;null;Major Feature;;Closed;Should have;Move TCA reference to doc_core_tca;Francois Suter;Francois Suter;;4.3.1;null;Fri Jan 28 15:38:00 EET 2011;Fri Mar 23 14:24:00 EET 2012;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;364d9fa2a3165306d573f2f6b62eb0b7fba10afc;d92797cf419cccffc9de9c5644211a367aefcf25;null;null;"Missing subsection about deprecation  How and When To Deprecate APIs  Here are some general rules on how to remove existing functions or parameters from TYPO3. Generally, functions or parameters are removed two major versions after they were set to be deprecated.    If you want to remove a parameter of a TYPO3 core function, please note it within the phpDoc param part:    /**   * ...   * @param	string	DEPRECATED since TYPO3 4.X - is not used anymore because...   * ...    */    For removing a whole function in one of the TYPO3 core classes, you can use the phpDoc @deprecated parameter. Use it like this:    /**   * ...   * @return...   * @deprecated since TYPO3 4.X - is not used anymore, use FUNCNAME instead    */    The release-manager of version TYPO3 4.X+2 will remove deprecated parameters or functions then.'"
12617;TCA Reference;null;Task;;Closed;Should have;Remove all references to language-split;Francois Suter;Francois Suter;;4.5.0;null;Fri Jan 28 14:54:00 EET 2011;Sun Oct 30 19:49:00 EET 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;8ce0aefdd5ee575ff8bb9990534a3b1a674c70fb;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;null;null;""
12603;TCA Reference;null;Major Feature;;Closed;Should have;Import content from Core API;Francois Suter;Francois Suter;;4.5.0;null;Fri Jan 28 11:03:00 EET 2011;Sun Oct 30 19:49:00 EET 2011;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;8ce0aefdd5ee575ff8bb9990534a3b1a674c70fb;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;null;null;"=> check if all references to ''language-split'' can be removed entirely and if the ''LS'' code can be replaced by ''LLL'' throughout the whole document.'"
12491;Inside TYPO3;null;Bug;;Closed;Should have;"""SysFolder"" is called ""Folder"" now";Chris topher;;;;null;Mon Jan 24 07:06:00 EET 2011;Sat Aug 06 13:22:00 EEST 2016;null;null;;0;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
12490;Core APIs;null;Bug;;Closed;Should have;"""SysFolder"" is called ""Folder"" now";Chris topher;Francois Suter;;4.5.0;null;Mon Jan 24 07:05:00 EET 2011;Sun Jan 06 20:26:00 EET 2013;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"Rename all occurences accordingly.Leave option names (if there are any) unchanged.'"
12477;Core APIs;null;Bug;;Closed;Should have;Remove description of deprecated functions;Jigal van Hemert;Francois Suter;;4.5.0;null;Sun Jan 23 18:35:00 EET 2011;Sun Jan 06 20:26:00 EET 2013;null;null;;100;c3a1a47752c56bc62868c04bbc8beb88b882b65a;59900b6682cc043d7541b3e26380cb3dd843d14b;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"Rename all occurences accordingly.Leave option names (if there are any) unchanged.'"
12297;Coding Guidelines;null;Task;;Resolved;Should have;Adjust section on filenames of unit tests;Stefano Kowalke;Chris topher;;6.0.0;null;Sun Jan 16 17:43:00 EET 2011;Sat May 11 00:36:00 EEST 2013;null;null;;100;2877fc9ffea7b8825791a33dc2d76866d0d3764c;5bd0af74e8b3417c0d38c7628e5eee66a5d9fa58;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"Please remove them from the section 3.2 ''Functions typically used and nice to know'''"
12185;TypoScript Reference (TSref);null;Feature;;New;Should have;CONTENT cObject should mention recordRegister;Rik Willems;;;;null;Thu Jan 13 14:24:00 EET 2011;Thu Jan 13 14:24:00 EET 2011;null;null;;0;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;2877fc9ffea7b8825791a33dc2d76866d0d3764c;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;2877fc9ffea7b8825791a33dc2d76866d0d3764c;null;null;"Unittest files contains classes too, but don't have the class. prefix in its filename.Is there a reason for this?'"
12062;Coding Guidelines;null;Feature;;Rejected;Should have;Handling of unconditional if statements;Stefano Kowalke;;;;null;Mon Jan 10 17:13:00 EET 2011;Fri Apr 01 11:55:00 EEST 2011;null;null;;0;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;2877fc9ffea7b8825791a33dc2d76866d0d3764c;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;""
