#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Tags
56627,TCA Reference,Bug,"",Closed,Should have,Default size for group-type fields,Francois Suter,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-03-06,"","",100,2014-03-06 22:08,"","",1575500,"",""
56685,TypoScript Reference (TSref),Bug,"",Resolved,Should have,Cross-references to TSref should be internal,Xavier Perseguers,Xavier Perseguers,2014-03-09 19:35,"",6.2,2014-03-09,"","",100,2014-03-09 16:03,"","",1578400,"",""
56755,Extbase Book Translation,Bug,"",New,Must have,Adding a template,Felix Semmler,"",2014-03-11 11:18,"","",2014-03-11,"",0.25,0,2014-03-11 11:18,"","",1581900,"",""
56757,Documentation,Bug,"",Closed,Should have,http://docs.typo3.org/ not working - 404,Christian Toffolo,Francois Suter,2014-03-11 15:23,"","",2014-03-11,"","",0,2014-03-11 12:42,"","",1582000,"",""
56780,TCA Reference,Bug,"",Closed,Should have,"Documentation of ""formatValue()"" is missing",Martin Bless,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-03-11,"","",100,2014-03-11 18:37,"","",1583150,"",""
56784,ReStructured Text Infrastructure,Bug,"",Accepted,Must have,Repair processing of Github hook,Martin Bless,Martin Bless,2014-03-11 20:22,"","",2014-03-11,"","",0,2014-03-11 20:22,"","",1583350,"",""
56852,TypoScript Reference (TSref),Bug,"",Resolved,Should have,"Data type and description of ""uidInList"" and ""pidInList"" of function select are confusing",Alexander Stehlik,Chris topher,2014-03-19 17:37,"",6.0,2014-03-12,"","",100,2014-03-12 21:27,"","",1586750,"",""
56863,Documentation Rendering,Bug,"",Resolved,Must have,Current objects.inv for API isn't readable,Martin Bless,Xavier Perseguers,2014-08-04 15:19,"","",2014-03-13,"","",100,2014-03-13 11:33,"","",1587300,"",""
56906,TYPO3 CMS - What's New,Bug,"",Resolved,Must have,Fix minor bugs/typos (all translations),Michael Schams,Michael Schams,2014-03-22 03:54,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-03-14,"","",0,2014-03-14 12:17,"","",1589450,"",""
56917,TypoScript Reference (TSref),Bug,"",Resolved,Should have,"select function: Add information on keyword ""this"" to uidInList and pidInList",Chris topher,Chris topher,2014-03-18 20:36,"",6.0,2014-03-14,"","",100,2014-03-14 17:07,"","",1590000,"",""
56919,Documentation Rendering,Bug,"",Resolved,Must have,Make references from CSS to font and image resources relative,Martin Bless,Martin Bless,2015-12-18 23:05,"","",2014-03-14,"","",0,2014-03-14 17:26,"","",1590100,"",""
56928,Core APIs,Bug,"",Resolved,Should have,Fix explanation of LogWriter example configuration,Steffen Müller,Francois Suter,2014-03-15 12:36,"",6.2,2014-03-15,"","",100,2014-03-15 02:28,"","",1590550,"",""
56929,Documentation Rendering,Bug,"",Resolved,Should have,Figure are not centered,Xavier Perseguers,Xavier Perseguers,2014-04-01 10:58,"","",2014-03-15,"","",100,2014-03-15 11:35,"","",1590600,"",""
56976,Documentation Rendering,Bug,Epic #60470: Enhance PDF rendering,Accepted,Must have,Horizontal lines of rows in LaTeX tables are missing,Martin Bless,Xavier Perseguers,2014-07-22 16:50,"","",2014-03-17,"","",0,2014-03-17 09:19,"","",1592950,"",""
57208,TSconfig,Bug,"",Resolved,Must have,Wrong ReST syntax,Christian Woebbeking,Christian Woebbeking,2014-03-23 18:44,"",6.2,2014-03-23,"","",100,2014-03-23 17:02,"","",1604400,"",""
57210,TSconfig,Bug,"",Resolved,Must have,Wrong ReST syntax,Christian Woebbeking,Christian Woebbeking,2014-03-23 22:41,"",6.2,2014-03-23,"","",100,2014-03-23 18:37,"","",1604500,"",""
57215,TSconfig,Bug,"",Resolved,Must have,Wrong ReST syntax,Christian Woebbeking,Christian Woebbeking,2014-03-24 17:43,"",6.2,2014-03-23,"","",100,2014-03-23 22:59,"","",1604750,"",""
57221,TYPO3 CMS - What's New,Bug,"",Closed,Should have,Content updates (changes in TYPO3 6.2 RC1),Michael Schams,"",2014-04-19 03:19,TYPO3 6.2 - Slides (LaTeX),"",2014-03-24,"","",0,2014-03-24 10:07,"","",1605050,"",""
57252,Core APIs,Bug,"",Resolved,Should have,Only one category field per table possible in 6.1,Francois Suter,Francois Suter,2014-03-31 22:40,"",6.1,2014-03-24,"","",100,2014-03-24 21:20,"","",1606600,"",""
57309,TSconfig,Bug,Task #42533: Highlight formerly highlighted lines again,Resolved,Must have,Wrong ReST syntax,Christian Woebbeking,Christian Woebbeking,2014-03-25 21:41,"",6.2,2014-03-25,"","",100,2014-03-25 21:37,"","",1609450,"",""
57320,Documentation Rendering,Bug,"",Resolved,Must have,Broken margin in code samples,Xavier Perseguers,Xavier Perseguers,2014-04-01 09:01,"","",2014-03-26,"","",100,2014-03-26 09:49,"","",1610000,"",""
57329,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,"Error in ""stdWrap function: replacement (2)""",Sebastian Müller,"",2014-03-27 22:54,TYPO3 6.2 - Slides (LaTeX),"",2014-03-26,"","",100,2014-03-26 13:14,"","",1610400,"",""
57357,Extbase Book Translation,Bug,"",New,Must have,Errors in example template,Christian Toffolo,"",2014-03-27 08:35,"","",2014-03-27,"","",0,2014-03-27 08:35,"","",1611800,"",""
57425,Documentation Rendering,Bug,"",Resolved,Should have,List of extensions is not updated,Xavier Perseguers,Xavier Perseguers,2014-03-29 12:24,"","",2014-03-29,"","",100,2014-03-29 10:37,"","",1615150,"",""
57623,Documentation,Bug,"",Closed,Must have,"Bug in code example for ""ContentElementWizard""",most wanted,Francois Suter,2014-04-03 23:07,Documentation on typo3.org,"",2014-04-03,"","",100,2014-04-03 19:45,"","",1625050,"",""
57624,Core APIs,Bug,"",Resolved,Must have,"Bug in code example for ""ContentElementWizard""",most wanted,most wanted,2014-04-03 23:40,"",6.2,2014-04-03,"","",100,2014-04-03 19:49,"","",1625100,"",""
57935,TypoScript Syntax,Bug,"",Resolved,Must have,Invalid syntax for INCLUDE_TYPOSCRIPT,Markus Klein,"",2014-04-15 13:37,"","",2014-04-15,"","",100,2014-04-15 12:23,"","",1640550,"",""
57941,Official Doc Extension Template,Bug,"",Resolved,Should have,Avoid comments in the middle of settings file,Francois Suter,Francois Suter,2014-04-15 13:37,"",1.7.0,2014-04-15,"","",100,2014-04-15 13:23,"","",1640850,"",""
58294,TCA Reference,Bug,"",Closed,Must have,Wrong property name in Columns/Select/Index.html,Stefan Froemken,Francois Suter,2014-08-01 17:27,"",6.2.0,2014-04-28,"","",100,2014-04-28 14:13,"","",1658400,"",""
58703,TypoScript Reference (TSref),Bug,"",Resolved,Should have,Misspelled property name in data types => getText => file,Christian Stern,Chris topher,2014-05-23 14:38,"",6.0,2014-05-12,"","",100,2014-05-12 07:34,"","",1678800,"",""
59038,TypoScript Reference (TSref),Bug,"",Resolved,Should have,cObject CONTENT: Add link to the select function,Soren Malling,Chris topher,2014-11-28 15:34,"",6.2,2014-05-22,"","",100,2014-05-22 16:35,"","",1695350,"",""
59109,wiki.typo3.org,Bug,"",Resolved,Should have,"update.php gives notices ""Content of archive xxx unavailable!""",Chris topher,Chris topher,2014-06-04 18:56,"","",2014-05-26,"","",100,2014-05-26 12:27,"","",1698900,"",""
59139,TSconfig,Bug,"",Resolved,Should have,history.maxAgeDays has different range and defaults in code,Jigal van Hemert,Christian Woebbeking,2015-01-04 21:01,"",6.2,2014-05-27,2015-01-04,0.10,100,2014-05-27 14:53,"","",1700400,"",""
59164,TCA Reference,Bug,"",Closed,Should have,Cross-reference to Page TSconfig,Francois Suter,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-05-28,"","",100,2014-05-28 09:54,"","",1701650,"",""
59190,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,wrong urls for git repositories,Tymoteusz Motylewski,Michael Schams,2014-05-30 02:30,TYPO3 6.2 - Slides (LaTeX),"",2014-05-28,"","",100,2014-05-28 18:58,"","",1702950,"",""
59369,Core APIs,Bug,"",Needs Feedback,Should have,Document possibility to have modules as navigation frame,Helmut Hummel,Francois Suter,2016-08-04 20:17,"",6.2,2014-06-05,"","",0,2014-06-05 16:59,"","",1711900,"",""
59491,Core APIs,Bug,"",Resolved,Should have,Typo in code example,Francois Suter,Francois Suter,2014-06-15 22:30,"",6.2,2014-06-11,"","",100,2014-06-11 14:17,"","",1717950,"",""
59552,ReStructured Text Infrastructure,Bug,"",Resolved,Should have,Edit me on GitHub fails with localized manuals,Xavier Perseguers,Xavier Perseguers,2014-06-13 17:36,"","",2014-06-13,"","",100,2014-06-13 15:39,"","",1720950,"",""
59875,Documentation Rendering,Bug,Epic #57147: Rework design and general content of docs.typo3.org,Resolved,Should have,TOC is included twice,Xavier Perseguers,Martin Bless,2015-12-18 23:22,"","",2014-06-25,"","",100,2014-06-25 14:10,"","",1737100,"",""
60160,TSconfig,Bug,"",Resolved,Should have,"Document ""addWhere"" for suggest wizard",Wouter Wolters,"",2016-08-13 14:57,"",6.2,2014-07-07,"","",0,2014-07-07 20:29,"","",1751250,"",""
60184,Inside TYPO3,Bug,"",New,Should have,TYPO3 4.5: CSH for FlexForms,Chris topher,"",2014-07-08 14:39,"","",2014-07-08,"","",0,2014-07-08 14:30,"","",1752450,"",""
8332,Documentation,Bug,"",Closed,Must have,Problem with content-table generation in open office,Lina Wolf,Francois Suter,2010-10-20 11:40,"","",2010-06-18,"","",100,2010-06-18 09:03,"","",1817950,"",""
7288,Documentation,Bug,"",Closed,Should have,extension3 and extension tag missing,Daniel Brüßler,Daniel Brüßler,2010-10-20 11:40,"",sprint 2008/04,2010-04-15,2010-04-30,"",100,2010-04-16 00:01,"","",1818000,"",""
703,wiki.typo3.org,Bug,"",Rejected,Must have,calc-captcha change: asian-charset not usable,Daniel Brüßler,Daniel Brüßler,2011-09-26 12:00,"","",2008-06-03,2008-06-18,1.00,50,2008-06-03 16:22,"","",1818050,"",""
836,Documentation,Bug,"",Resolved,Won't have this time,check out http://textflow.com/ as another collaboration tool,Martin Holtz,Martin Holtz,2010-10-20 11:40,"",sprint 2008/09,2008-06-20,"",0.00,20,2008-06-20 11:39,"","",1818100,"",""
1916,wiki.typo3.org,Bug,"",Closed,Must have,Wiki - RSS Feed,Martin Holtz,Daniel Brüßler,2011-09-26 11:14,"","",2008-10-30,"","",100,2008-10-30 11:33,"","",1818200,"",""
1352,wiki.typo3.org,Bug,"",Closed,Should have,please get rid of the math exercise when editing the wiki,Cyrill Helg,Daniel Brüßler,2011-09-26 11:18,"","",2008-08-26,2008-08-26,"",100,2008-08-26 14:47,"","",1818250,"",""
1258,TypoScript in 45 Minutes,Bug,"",Closed,Should have,[when doc_template rendering-problem is solved] german 45-minutes-manual: sxw,Daniel Brüßler,DocTeam no-lastname-given,2011-09-26 12:50,"","",2008-08-08,"","",0,2008-08-08 22:41,"","",1818300,"",""
1179,Documentation,Bug,"",Closed,Should have,Ask Kees and Martijn for help with manuals,Daniel Brüßler,Susanne Moog,2010-10-20 11:40,"",sprint 2008/05,2008-07-30,"",0.00,100,2008-07-30 15:11,"","",1818350,"",""
1161,Official Doc Extension Template,Bug,"",Closed,Should have,doc_template -- new layout of doc_template not rendered in TER,Daniel Brüßler,Daniel Brüßler,2011-06-04 20:54,"","",2008-07-30,2008-08-27,0.00,100,2008-07-30 07:07,"","",1818400,"",""
1025,Documentation,Bug,"",Closed,Could have,short documentation about creating Custom queries,Martin Holtz,Susanne Moog,2010-10-20 11:40,"",sprint 2008/05,2008-07-09,2008-07-15,0.00,100,2008-07-09 19:44,"","",1818550,"",""
1021,Documentation,Bug,"",Closed,Should have,Misspelling,Martin Holtz,Martin Holtz,2010-10-20 11:40,"",sprint 2008/05,2008-07-09,2008-07-10,0.00,100,2008-07-09 15:19,"","",1818600,"",""
847,Official Doc Extension Template,Bug,"",Closed,Must have,doc_template is not reachable because render-problems,Daniel Brüßler,Daniel Brüßler,2011-06-04 21:01,"","",2008-06-23,2008-06-27,0.00,100,2008-06-23 13:53,"","",1818750,"",""
835,wiki.typo3.org,Bug,"",Closed,Must have,"Wiki, spamschutz - deutlicher abheben",martijn no-lastname-given,DocTeam no-lastname-given,2011-09-26 11:18,"","",2008-06-20,2008-06-24,0.00,100,2008-06-20 10:56,"","",1818800,"",""
812,wiki.typo3.org,Bug,"",Closed,Must have,access to phpMyAdmin to backup the database,Daniel Brüßler,Daniel Brüßler,2011-09-26 12:00,"","",2008-06-18,2008-10-25,0.00,100,2008-06-18 17:54,"","",1818900,"",""
6713,wiki.typo3.org,Bug,"",Closed,Must have,wiki.typo3.org - correct UrlRewrite (no broken links anymore),Daniel Brüßler,Daniel Brüßler,2011-09-26 11:14,"","",2010-03-05,2010-03-05,"",100,2010-03-05 20:18,"","",1818950,"",""
6645,Documentation,Bug,"",Closed,Should have,Team: Lets talk about the vision for the TYPO3 documentation,Daniel Brüßler,"",2010-10-30 11:14,"",sprint 2010/03,2010-03-01,"","",100,2010-03-01 10:11,"","",1819000,"",""
10384,Documentation,Bug,"",Resolved,Should have,OpenSearch: add TYPO3 mailinglists search,Felix Nagel,Martin Holtz,2010-11-01 08:39,"",sprint 2010/11,2010-10-21,"","",100,2010-10-21 15:13,"","",1819200,"",""
6545,Documentation,Bug,"",Rejected,Should have,Webservice for docbook-validation what tells the line-number of an error,Daniel Brüßler,"",2012-03-23 14:13,PROJ DocBook-migration,sprint 2010/11,"","","",100,2010-02-22 08:16,"","",1819250,"",""
10761,Documentation,Bug,"",Rejected,Must have,DocBook-migration-M2: Update the CSS of ter_doc to our new design (terfe-project),Daniel Brüßler,"",2012-03-23 14:12,PROJ DocBook-migration,sprint 2010/12,2010-11-12,"","",100,2010-11-12 16:04,"","",1819300,"",""
10760,Documentation,Bug,"",Rejected,Must have,DocBook-migration-M2: Update the XSLT of ter_doc to our new design (terfe-project),Daniel Brüßler,"",2012-03-23 14:13,PROJ DocBook-migration,sprint 2010/12,2010-11-12,"","",100,2010-11-12 16:04,"","",1819350,"",""
10744,Documentation,Bug,"",Rejected,Must have,DocBook-migration-M2:  Refactor the ter_doc extensions (terfe-project),Daniel Brüßler,"",2012-03-23 14:12,PROJ DocBook-migration,sprint 2010/12,2010-11-11,"","",100,2010-11-11 23:54,"","",1819400,"",""
10534,Documentation,Bug,"",Resolved,Should have,New output for mailinglist archive,Sabine Hueber,"",2013-12-23 04:13,"","","","","",100,2010-10-29 15:57,"","",1819450,"",""
25766,wiki.typo3.org,Bug,"",Closed,Should have,wiki.typo3.org - password reset not possible,Andreas Wolf,Daniel Brüßler,2011-09-26 11:14,"","",2011-04-05,"","",100,2011-04-05 14:53,"","",1819800,"",""
23538,TSconfig,Bug,"",Closed,Should have,Both Links don't work in TSconfig,Stefan Froemken,Chris topher,2011-05-21 00:49,"",4.4.0,2010-09-14,"","",0,2010-09-14 13:31,"","",1987050,"",""
22493,TypoScript Reference (TSref),Bug,"",Closed,Must have,Update description of page.inlineJS (which has been removed),Vladimir Kubak,Chris topher,2011-05-17 18:36,"",4.5.0,2010-04-20,"","",100,2010-04-20 17:09,"","",2028000,"",""
22356,Getting Started,Bug,"",Closed,Should have,"link in Getting Started, namely http://demo.typo3.com/ , does not work",Sudhanshu Khemka,"",2011-05-21 00:30,"",1.0.0,2010-03-30,"","",100,2010-03-30 17:54,"","",2034050,"",""
22220,TypoScript Reference (TSref),Bug,"",Closed,Should have,There are no admPanel-Properties at config.admPanel,Stefan Froemken,Francois Suter,2011-05-17 18:36,"",4.5.0,2010-03-02,"","",100,2010-03-02 11:58,"","",2039700,"",""
22186,TSconfig,Bug,"",Closed,Should have,typo in Documentation,Chris ,Francois Suter,2011-05-06 14:48,"","",2010-02-25,"","",0,2010-02-25 14:51,"","",2041100,"",""
22036,TSconfig,Bug,"",Closed,Should have,mod.web_list.[tablename].hideTable not working,Calderini Daniel,Francois Suter,2014-10-22 22:01,"",4.3.2,2010-02-01,"","",100,2010-02-01 14:31,"","",2046850,"",""
21949,Installation and Upgrade Guide,Bug,"",Closed,Should have,Typo in section 1.6,Ryam Hcap,Francois Suter,2011-05-20 23:42,"",1.2.0,2010-01-12,"","",100,2010-01-12 18:04,"","",2049950,"",""
21717,Core APIs,Bug,"",Closed,Should have,Incorrect documentation in TYPO3 coreAPI document,Bernhard Kraft,Francois Suter,2011-05-21 00:42,"",4.3.0,2009-11-27,"","",0,2009-11-27 15:16,"","",2057650,"",""
21648,TypoScript Reference (TSref),Bug,"",Closed,Should have,"Undocumented: USER_INT function calls only works with Prefix ""user_""",Stefan Baur,Francois Suter,2011-05-21 01:18,"",4.3.0,2009-11-23,"","",100,2009-11-23 14:51,"","",2059800,"",""
21526,Inside TYPO3,Bug,"",Resolved,Should have,"CSH section in ""Inside TYPO3"" uses php instead of xml for language files ",Steffen Müller,Chris topher,2014-07-08 13:52,"","",2009-11-10,"","",100,2009-11-10 20:57,"","",2064000,"",""
21303,Core APIs,Bug,"",Closed,Should have,Name of class has changed for method TS_images_db(),Kasper Ligaard,Francois Suter,2013-05-16 23:14,"",6.0,2010-08-09,"","",0,2010-08-09 23:52,"","",2070900,"",""
20834,Core APIs,Bug,"",Closed,Should have,Rename deprecated $GLOBALS['HTTP_POST_FILES'] to superglobal $_FILES,Kasper Ligaard,Francois Suter,2013-05-16 23:14,"",6.0,2010-08-10,"","",100,2010-08-10 10:41,"","",2082850,"",""
20710,TypoScript Reference (TSref),Bug,"",Closed,Should have,Missing Information in TSref regarding typolink functions,Jo Hasenau,Francois Suter,2011-05-21 01:17,"",4.3.0,2009-07-02,"","",100,2009-07-02 18:14,"","",2085900,"",""
20599,Inside TYPO3,Bug,"",Accepted,Should have,Info on using CSH in Flexform is missing from official documentation,Peter Klein,Francois Suter,2014-07-08 14:38,"","",2009-06-09,"","",0,2009-06-09 08:53,"","",2089200,"",""
20563,TypoScript Reference (TSref),Bug,"",Closed,Could have,"TSref is wrong: RECORDS.source says ""appended"" instead of ""prepended""",Benni Mack,Francois Suter,2011-05-21 01:15,"",4.3.0,2009-06-03,"","",100,2009-06-03 15:24,"","",2090050,"",""
20327,Core APIs,Bug,"",Closed,Should have,doc_core_api : 4.2 uploadfolder - needs more documentation,Tolleiv Nietsch,Francois Suter,2011-05-21 00:42,"",4.3.0,2009-04-20,"","",0,2009-04-20 21:05,"","",2096450,"",""
20318,Core APIs,Bug,"",Closed,Should have,Bad formulation in T3DataStructure / section 'Elements' / table #2,Daniela Waranie,Francois Suter,2013-05-16 23:14,"",6.0,2009-04-17,"","",100,2009-04-17 12:16,"","",2096850,"",""
20047,TypoScript Reference (TSref),Bug,"",Closed,Should have,typo in TS Example for TSref/GIFBUILDER,Christian Wolff,"",2011-05-21 01:15,"",4.3.0,2009-02-18,"","",100,2009-02-18 20:24,"","",2106350,"",""
19800,TypoScript Reference (TSref),Bug,"",Closed,Should have,"condition - else, end and global...",Stig Nørgaard Færch,Francois Suter,2011-05-21 01:15,"",4.3.0,2009-01-12,"","",100,2009-01-12 20:35,"","",2116450,"",""
19772,Core APIs,Bug,"",Closed,Should have,Extend doc_core_api with section about new caching framework,Oliver Hader,Francois Suter,2013-01-06 20:26,"",4.5.0,2009-01-06,"","",100,2009-01-06 19:14,"","",2117350,"",""
19541,Core APIs,Bug,"",Closed,Should have,New pictures for doc_core_api,Chris topher,Francois Suter,2013-05-16 23:14,"",6.0,2008-10-30,"","",0,2008-10-30 19:07,"","",2125200,"",""
19486,TypoScript Reference (TSref),Bug,"",Closed,Should have,"TSref: page.includeJS seems to work only for files on current server, not documented",Nils Hodyas,Francois Suter,2011-05-21 01:33,"",4.3.0,2008-10-21,"","",100,2008-10-21 11:32,"","",2126900,"",""
19334,Core APIs,Bug,"",Closed,Should have,Update description of ext_emconf.php in Core APIs,Francois Suter,Francois Suter,2011-05-21 00:41,"",4.3.0,2008-09-15,"","",0,2008-09-15 20:08,"","",2132000,"",""
18940,Core APIs,Bug,"",Closed,Should have,"doc_core_api: ""showitem"" / 2 d needs better documentation",Daniel Brüßler,Francois Suter,2011-05-21 00:41,"",4.3.0,2008-06-12,"","",0,2008-06-12 09:18,"","",2146850,"",""
18939,Core APIs,Bug,"",Closed,Should have,wrong example in doc_core_api,Daniel Brüßler,Francois Suter,2013-04-15 21:46,"","",2008-06-12,"","",0,2008-06-12 09:04,"","",2146900,"",""
18907,Official Doc Extension Template,Bug,"",Closed,Should have,"spelling error in manual, EXT doc_template",Georg Ringer,Daniel Brüßler,2011-08-26 01:54,"","",2008-06-05,"","",0,2008-06-05 11:39,"","",2147950,"",""
18728,Core APIs,Bug,"",Closed,Should have,doc_core_api crashes the ts-ref rebuild,Daniel Felix,Francois Suter,2011-05-06 13:12,"","",2008-04-29,"","",0,2008-04-29 12:09,"","",2154300,"",""
18461,TYPO3 Services,Bug,"",Closed,Should have,"Non existant function in example in Core Documentation - Typo3 Services, 1.6 Api Description",Stefan Nolde,Francois Suter,2011-05-06 13:16,"","",2008-03-17,"","",0,2008-03-17 05:53,"","",2164800,"",""
18437,TypoScript Reference (TSref),Bug,"",Closed,Should have,ATagParams of GMENU got stdWrap!,Georg Ringer,Michael Stucki,2011-05-06 15:19,"","",2008-03-13,"","",0,2008-03-13 09:13,"","",2165550,"",""
18124,Core APIs,Bug,"",Closed,Should have,"doc_core_api: TCA type ""inline"" - foreign_selector and appearance/useCombination",Oliver Hader,Francois Suter,2011-05-21 00:40,"",4.3.0,2008-02-05,"","",0,2008-02-05 15:06,"","",2175150,"",""
17656,TypoScript Reference (TSref),Bug,"",Closed,Should have,Incorrect link handler configuration in TSref,Thomas Koetter,Francois Suter,2011-05-21 01:12,"",4.3.0,2007-10-06,"","",100,2007-10-06 15:45,"","",2190650,"",""
17483,TypoScript Reference (TSref),Bug,"",Closed,Should have,config.disableImgBorderAttr is not documented in TSRef,Jens Schmietendorf,Michael Stucki,2011-05-06 15:20,"","",2007-07-18,"","",0,2007-07-18 11:17,"","",2197400,"",""
16405,Core APIs,Bug,"",Closed,Should have,$TCA array reference has wrong capitalization,Oliver Klee,"",2011-05-06 13:22,"","",2006-07-26,"","",0,2006-07-26 09:49,"","",2245050,"",""
16304,TypoScript Reference (TSref),Bug,"",Closed,Should have,Typo in TSRef (CVS Version) - section: GMENU _LAYERS / TMENU_LAYERS,Patrick Rodacker,"",2011-05-21 01:28,"",4.0.0,2006-06-29,"","",100,2006-06-29 15:01,"","",2248900,"",""
16285,Official Doc Extension Template,Bug,"",Closed,Should have,old logo in doc_template,Georg Ringer,Daniel Brüßler,2011-08-26 01:54,"","",2007-07-28,"","",0,2007-07-28 17:33,"","",2249750,"",""
16260,Core APIs,Bug,"",Closed,Should have,TYPO3 Core APIs: broken example in extending PHP classes,Toralf Lenz,Francois Suter,2011-05-21 00:40,"",4.3.0,2006-06-20,"","",0,2006-06-20 12:08,"","",2251000,"",""
16259,Core APIs,Bug,"",Closed,Should have,TYPO3 Core APIs: Correct path to tslib_content.php class file,Toralf Lenz,Francois Suter,2011-05-21 00:40,"",4.3.0,2006-06-20,"","",0,2006-06-20 11:35,"","",2251050,"",""
16242,TypoScript Reference (TSref),Bug,"",Closed,Should have,Error in code example for TEMPLATE.wraps,old_Aeschli ,Francois Suter,2011-05-21 01:07,"",4.3.0,2006-06-14,"","",100,2006-06-14 17:56,"","",2251750,"",""
15765,Documentation,Bug,"",Rejected,Should have,TypoScript by example: gmenu documentation invalid?,Staffan Ericsson,Chris topher,2011-10-31 16:59,"","",2006-03-05,"","",100,2006-03-05 11:23,"","",2273450,"",""
15414,TypoScript Reference (TSref),Bug,"",Closed,Should have,Option config/doctype missing in EXT:tsconfig_help,Peter Niederlag,Steffen Gebert,2011-05-06 15:24,"","",2006-01-13,"","",0,2006-01-13 22:06,"","",2289400,"",""
15151,Core APIs,Bug,"",Closed,Should have,Refresh table of contents in CoreAPI,Christian Trabold,Francois Suter,2011-05-21 00:39,"",4.3.0,2005-10-25,"","",0,2005-10-25 16:13,"","",2301400,"",""
14898,TypoScript Reference (TSref),Bug,"",Closed,Should have,Documentation for frontend editing,oipat alukram,"",2011-05-06 14:58,"","",2005-08-03,"","",0,2005-08-03 08:08,"","",2313650,"",""
14301,TSconfig,Bug,"",Closed,Should have,TSconfig parsing of mod.web_layout.menu.function doesn't work  for 0=0 in curly braces,old_sylvain ,"",2011-05-21 00:56,"","",2004-08-31,"","",0,2004-08-31 12:44,"","",2342650,"",""
12490,Core APIs,Bug,"",Closed,Should have,"""SysFolder"" is called ""Folder"" now",Chris topher,Francois Suter,2013-01-06 20:26,"",4.5.0,2011-01-24,"","",100,2011-01-24 07:05,"","",2858550,"",""
12477,Core APIs,Bug,"",Closed,Should have,Remove description of deprecated functions,Jigal van Hemert,Francois Suter,2013-01-06 20:26,"",4.5.0,2011-01-23,"","",100,2011-01-23 18:35,"","",2858600,"",""
11331,Inside TYPO3,Bug,"",Resolved,Should have,Links don't work,Stefan Froemken,Chris topher,2014-07-06 19:57,"","",2010-12-08,"","",100,2010-12-08 14:22,"","",2858650,"",""
9286,Core APIs,Bug,"",Closed,Should have,Documentation missing for ext_autoload.php,Matthias Gutfeldt,Francois Suter,2013-05-16 23:14,"",6.0,2010-08-13,"","",100,2010-08-13 11:32,"","",2858700,"",""
6858,Core APIs,Bug,"",New,Should have,Document how to run a CLI script,Francois Suter,"",2013-01-27 02:40,"","",2010-03-15,"","",0,2010-03-15 22:00,"","",2858850,"",""
12768,Coding Guidelines,Bug,"",Rejected,Should have,Missing documentation for new getRecordTitle() in CGL version 4.1.0,Chris topher,"",2011-04-01 10:51,"","",2011-02-03,"","",0,2011-02-03 18:23,"","",2858950,"",""
10386,Coding Guidelines,Bug,"",Closed,Should have,page.includeJSlibs is not documented in TSref,Armin Vieweg,"",2010-10-21 22:49,"","",2010-10-21,"","",0,2010-10-21 16:33,"","",2859150,"",""
10305,Coding Guidelines,Bug,"",Closed,Should have,Naming convention of identifiers,Stefano Kowalke,Francois Suter,2011-01-10 16:29,"","",2010-10-17,"","",0,2010-10-17 13:40,"","",2859200,"",""
7887,Coding Guidelines,Bug,"",Closed,Must have,wrong function name in code example (sql_fetchs_result),Christian Buelter,Francois Suter,2010-10-20 11:51,"","",2010-05-25,"","",100,2010-05-25 09:38,"","",2859300,"",""
25446,Coding Guidelines,Bug,"",Closed,Must have,Character set for .php files is now UTF-8,Ernesto Baschny,"",2011-04-01 10:55,"",4.5.0,2011-03-30,"","",0,2011-03-30 09:04,"","",2859350,"",""
12766,Coding Guidelines,Bug,"",Closed,Should have,Missing subsection about deprecation,Chris topher,Francois Suter,2011-04-08 15:36,"",4.5.0,2011-02-03,"","",100,2011-02-03 18:11,"","",2859450,"",""
10599,Coding Guidelines,Bug,"",Closed,Should have,Typo in CGL document,Stefano Kowalke,Francois Suter,2011-04-08 15:36,"",4.5.0,2010-11-02,"","",100,2010-11-02 16:25,"","",2859600,"",""
9884,Coding Guidelines,Bug,"",Closed,Should have,Redefine filename rules,Stefano Kowalke,Francois Suter,2011-04-08 15:36,"",4.5.0,2010-09-22,"","",100,2010-09-22 17:04,"","",2859700,"",""
9731,Coding Guidelines,Bug,"",Closed,Should have,function length unlimited,Franz Holzinger,Francois Suter,2011-04-08 15:36,"",4.5.0,2010-09-15,"","",100,2010-09-15 09:01,"","",2859750,"",""
8634,Coding Guidelines,Bug,"",Closed,Should have,Perl-style comments,Stefano Kowalke,Francois Suter,2011-04-08 15:36,"",4.5.0,2010-07-03,"","",100,2010-07-03 21:32,"","",2859900,"",""
17690,Inside TYPO3,Bug,"",New,Should have,Doktypes list,Patrick Gaumond,"",2011-03-29 16:14,"","",2007-10-16,"","",0,2007-10-16 16:43,"","",2859950,"",""
